streaming_id,netflix_id,metric_value,matcher_type,blocker_type
"streaming_8256","netflix_10543","0.6666666666666667","lev-dist","title"
"streaming_8123","netflix_12499","0.5","lev-dist","title"
"streaming_3985","netflix_11861","0.75","lev-dist","title"
"streaming_15977","netflix_6755","0.5357142857142857","lev-dist","title"
"streaming_8388","netflix_2627","0.6111111111111112","lev-dist","title"
"streaming_1456","netflix_11375","0.5","lev-dist","title"
"streaming_10462","netflix_10152","0.5625","lev-dist","title"
"streaming_7058","netflix_5438","0.5555555555555556","lev-dist","title"
"streaming_9453","netflix_9773","0.5555555555555556","lev-dist","title"
"streaming_12119","netflix_10159","0.6363636363636364","lev-dist","title"
"streaming_4083","netflix_1485","0.7058823529411764","lev-dist","title"
"streaming_3983","netflix_116","0.6666666666666667","lev-dist","title"
"streaming_9456","netflix_3264","0.6666666666666667","lev-dist","title"
"streaming_16304","netflix_14829","0.5714285714285714","lev-dist","title"
"streaming_11184","netflix_6518","0.631578947368421","lev-dist","title"
"streaming_10953","netflix_10382","0.5","lev-dist","title"
"streaming_12250","netflix_1430","0.5142857142857142","lev-dist","title"
"streaming_14039","netflix_1274","0.5","lev-dist","title"
"streaming_12251","netflix_14541","0.5714285714285714","lev-dist","title"
"streaming_9806","netflix_11193","0.625","lev-dist","title"
"streaming_15719","netflix_1937","0.6","lev-dist","title"
"streaming_5023","netflix_14456","0.7222222222222222","lev-dist","title"
"streaming_12733","netflix_9887","0.6363636363636364","lev-dist","title"
"streaming_5887","netflix_7122","0.5909090909090908","lev-dist","title"
"streaming_10815","netflix_10708","0.6666666666666667","lev-dist","title"
"streaming_11047","netflix_10523","0.6","lev-dist","title"
"streaming_8250","netflix_2064","0.7272727272727273","lev-dist","title"
"streaming_4924","netflix_10556","0.5","lev-dist","title"
"streaming_14775","netflix_224","0.6428571428571428","lev-dist","title"
"streaming_12245","netflix_1905","0.75","lev-dist","title"
"streaming_9581","netflix_11099","0.5714285714285714","lev-dist","title"
"streaming_5155","netflix_10490","0.7272727272727273","lev-dist","title"
"streaming_4923","netflix_11919","0.5","lev-dist","title"
"streaming_14774","netflix_4373","0.6666666666666667","lev-dist","title"
"streaming_6953","netflix_3637","0.5714285714285714","lev-dist","title"
